TYPENAME,TYPEID,GROUPID
Pirate Detection Array 5,2030,1021
Entrapment Array 1,2031,1021
Cap Recharger II,2032,43
Cap Recharger II Blueprint,2033,123
Entrapment Array 2,2034,1021
Entrapment Array 3,2035,1021
Entrapment Array 4,2036,1021
Entrapment Array 5,2037,1021
Cargo Scanner II,2038,47
Cargo Scanner II Blueprint,2039,127
Ore Prospecting Array 1,2040,1020
Ore Prospecting Array 2,2041,1020
Ore Prospecting Array 3,2042,1020
Ore Prospecting Array 4,2043,1020
Ore Prospecting Array 5,2044,1020
SARO Frigate,2045,693
Damage Control I,2046,60
Damage Control I Blueprint,2047,140
Damage Control II,2048,60
Damage Control II Blueprint,2049,140
Gistum C-Type Multispectrum Shield Hardener,2050,77
Mercenary Trainee,2052,286
Survey Networks 1,2053,1020
Survey Networks 2,2054,1020
Survey Networks 3,2055,1020
Survey Networks 4,2056,1020
Survey Networks 5,2057,1020
Quantum Flux Generator 1,2058,1021
Quantum Flux Generator 2,2059,1021
Quantum Flux Generator 3,2060,1021
Quantum Flux Generator 4,2061,1021
Quantum Flux Generator 5,2062,1021
Planet (Plasma),2063,7
EVE Gate,2064,995
Patrikia Noirild's Reaper,2065,517
Karsten Lundham's Typhoon,2066,517
Station (InterBus),2071,15
Anire Scarlet,2072,602
Microorganisms,2073,1035
Zazzmatazz,2074,314
Consolidated Holdings Commander Access Key,2075,314
Gate Key,2076,474
Amarr Frigate Container,2077,952
Zephyr,2078,1022
Genolution Core Augmentation CA-1,2082,1730
Prototype Iris Probe Launcher,2083,481
Kidnapped Citizens,2093,283
Caldari Supercarrier Wreckage,2096,226
Amarr Supercarrier Wreckage,2097,226
Phenod's Broke-Ass Destroyer,2098,632
Phenod's DNA,2100,314
Gallente Supercarrier Wreckage,2101,226
Minmatar Supercarrier Wreckage,2102,226
Remote Tracking Computer I,2103,209
Remote Tracking Computer II,2104,209
Amarr Carrier Wreckage,2105,226
Caldari Carrier Wreckage,2106,226
Gallente Carrier Wreckage,2107,226
Tracking Disruptor I,2108,291
Tracking Disruptor II,2109,291
Minmatar Carrier Wreckage,2110,226
Amarr Freighter Wreckage,2111,226
Caldari Freighter Wreckage,2112,226
Gallente Freighter Wreckage,2113,226
Minmatar Freighter Wreckage,2114,226
Amarr Dreadnought Wreckage,2115,226
Caldari Dreadnought Wreckage,2116,226
Burst Jammer II,2117,80
Burst Jammer II Blueprint,2118,160
Gallente Dreadnought Wreckage,2119,226
Minmatar Dreadnought Wreckage,2120,226
Amarr Titan Wreckage,2121,226
Caldari Titan Wreckage,2122,226
Gallente Titan Wreckage,2123,226
Minmatar Titan Wreckage,2124,226
Anakism,2126,633
Amarr Diplomat Quarters,2127,306
Locced's Destroyer,2128,632
Limited Barren Command Center,2129,1027
Standard Barren Command Center,2130,1027
Improved Barren Command Center,2131,1027
Advanced Barren Command Center,2132,1027
Elite Barren Command Center,2133,1027
Limited Gas Command Center,2134,1027
Standard Gas Command Center,2135,1027
Improved Gas Command Center,2136,1027
Advanced Gas Command Center,2137,1027
Elite Gas Command Center,2138,1027
Limited Ice Command Center,2139,1027
Standard Ice Command Center,2140,1027
Improved Ice Command Center,2141,1027
Advanced Ice Command Center,2142,1027
Elite Ice Command Center,2143,1027
Limited Lava Command Center,2144,1027
Standard Lava Command Center,2145,1027
Improved Lava Command Center,2146,1027
Advanced Lava Command Center,2147,1027
Elite Lava Command Center,2148,1027
Limited Oceanic Command Center,2149,1027
Standard Oceanic Command Center,2150,1027
Improved Oceanic Command Center,2151,1027
Advanced Oceanic Command Center,2152,1027
Elite Oceanic Command Center,2153,1027
Limited Plasma Command Center,2154,1027
Standard Plasma Command Center,2155,1027
Improved Plasma Command Center,2156,1027
Advanced Plasma Command Center,2157,1027
Elite Plasma Command Center,2158,1027
Limited Storm Command Center,2159,1027
Standard Storm Command Center,2160,1027
Crucifier,2161,25
Crucifier Blueprint,2162,105
CONCORD Collection Vessel,2163,952
Haunter Cruise Missile,2165,386
Infiltrator I,2173,100
Infiltrator I Blueprint,2174,176
Infiltrator II,2175,100
Infiltrator II Blueprint,2176,176
Guristas Nova XL Cruise Missile,2178,1019
Sansha Wrath Cruise Missile Blueprint,2179,166
Guristas Scourge XL Cruise Missile,2180,1019
Minmatar Diplomat Quarters,2181,306
Guristas Inferno XL Cruise Missile,2182,1019
Hammerhead I,2183,100
Hammerhead I Blueprint,2184,176
Hammerhead II,2185,100
Hammerhead II Blueprint,2186,176
Orca Container,2187,952
Guristas Mjolnir XL Cruise Missile,2188,1019
Drone Infested Dominix,2189,952
Renyn Meten,2190,1053
Antem Neo,2191,1054
The Kundalini Manifest,2192,1052
Praetor I,2193,100
Praetor I Blueprint,2194,176
Praetor II,2195,100
Praetor II Blueprint,2196,176
Environmentally-friendly Mining Equipment,2197,314
Crate of Environmentally-friendly Mining Equipment,2198,314
Prototype Body Armor Fabric,2199,314
Crate of Prototype Body Armor Fabric,2200,314
Riot Interdiction Team,2201,314
Riot Interdiction Teams,2202,314
Acolyte I,2203,100
Acolyte I Blueprint,2204,176
Acolyte II,2205,100
Acolyte II Blueprint,2206,176
Vylade Dien,2207,1054
Uitra Telen,2208,1054
Arnon Epithalamus,2209,1054
Banshee Torpedo,2210,89
Sansha Juggernaut Torpedo Blueprint,2211,166
Ghost Heavy Missile,2212,385
Ghost Heavy Missile Blueprint,2213,166
Guard Post,2214,952
Amarr TIL-1A Nexus Chips,2215,314
Crate of Amarr TIL-1A Nexus Chips,2216,314
Preacher,2217,283
Locced's Bribe,2218,306
Large Group of Civilian Workers and Dependents,2219,314
Civilian Workers and Dependents,2220,314
Manportable Electromagnetic Pulse Weapons,2221,314
Scions of the Superior Gene,2222,673
Preacher's Quarters,2223,306
Tolmak's Zealots,2224,1006
Sisters of EVE Negotiator,2226,283
Life pod,2232,306
Customs Office,2233,1025
Sansha's Battletower,2234,226
Oura Madusaari,2239,283
Harroken Ikero,2240,283
Fajah Ateshi,2244,283
Neurowave Pattern Scanner,2250,314
Roden Station,2252,226
Temperate Command Center,2254,1027
Temperate Launchpad,2256,1030
Ice Storage Facility,2257,1029
ECCM - Omni II,2258,202
ECCM - Gravimetric II,2259,202
ECCM - Ladar II,2260,202
ECCM - Magnetometric II,2261,202
ECCM - Radar II,2262,202
Planetary Launch Container,2263,12
Base Metals,2267,1032
Aqueous Liquids,2268,1033
Noble Metals,2270,1032
Heavy Metals,2272,1032
Link,2280,1036
Multispectrum Shield Hardener II,2281,77
Multispectrum Shield Hardener II Blueprint,2282,157
Megathron (Roden),2284,226
Dominix (Roden),2285,226
Planktic Colonies,2286,1035
Complex Organisms,2287,1035
Carbon Compounds,2288,1035
Explosive Shield Hardener I,2289,77
Explosive Shield Hardener I Blueprint,2290,157
Kinetic Shield Hardener I,2291,77
Kinetic Shield Hardener I Blueprint,2292,157
EM Shield Hardener I,2293,77
EM Shield Hardener I Blueprint,2294,157
Thermal Shield Hardener I,2295,77
Thermal Shield Hardener I Blueprint,2296,157
Explosive Shield Hardener II,2297,77
Explosive Shield Hardener II Blueprint,2298,157
Kinetic Shield Hardener II,2299,77
Kinetic Shield Hardener II Blueprint,2300,157
EM Shield Hardener II,2301,77
EM Shield Hardener II Blueprint,2302,157
Thermal Shield Hardener II,2303,77
Thermal Shield Hardener II Blueprint,2304,157
Autotrophs,2305,1035
Non-CS Crystals,2306,1032
Felsic Magma,2307,1032
Suspended Plasma,2308,1033
Ionic Solutions,2309,1033
Noble Gas,2310,1033
Reactive Gas,2311,1033
Supertensile Plastics,2312,1034
Oxides,2317,1034
Test Cultures,2319,1034
Polyaramids,2321,1034
Microfiber Shielding,2327,1034
Water-Cooled CPU,2328,1034
Biocells,2329,1034
Shield Power Relay I,2331,57
Shield Power Relay I Blueprint,2332,137
Survey Scanner II,2333,49
Survey Scanner II Blueprint,2334,129
Mysterious Probe,2335,226
Passive Targeter II,2341,82
Passive Targeter II Blueprint,2342,161
Condensates,2344,1040
Camera Drones,2345,1040
Synthetic Synapses,2346,1040
Gel-Matrix Biopaste,2348,1040
Supercomputers,2349,1040
Smartfab Units,2351,1040
Nuclear Reactors,2352,1040
Neocoms,2354,1040
Small Hull Repairer II,2355,63
Small Hull Repairer II Blueprint,2356,143
Biotech Research Reports,2358,1040
Industrial Explosives,2360,1040
Hermetic Membranes,2361,1040
Heat Sink I,2363,205
Heat Sink II,2364,205
Hazmat Detection Systems,2366,1040
Cryoprotectant Solution,2367,1040
Broken Organic Mortar Applicators,2368,314
Broken Sterile Conduits,2369,314
Serpentis Initiate,2370,572
Broken Nano-Factory,2371,314
Angel Rogue,2372,550
Broken Self-Harmonizing Power Core,2373,314
Broken Recursive Computing Module,2374,314
Broken Broadcast Node,2375,314
Broken Integrity Response Drones,2376,314
Broken Wetware Mainframe,2377,314
Mysterious Shuttle,2378,675
Serpentis Spy,2379,572
Serpentis Chief Spy,2381,571
Guristas Arrogator,2382,562
Guristas Invader,2383,562
Guristas Imputor,2384,562
Guristas Despoiler,2385,562
Guristas Plunderer,2386,562
Guristas Silencer,2387,561
Plasmoids,2389,1042
Electrolytes,2390,1042
Oxidizing Compound,2392,1042
Bacteria,2393,1042
Proteins,2395,1042
Biofuels,2396,1042
Industrial Fibers,2397,1042
Reactive Metals,2398,1042
Precious Metals,2399,1042
Toxic Metals,2400,1042
Chiral Structures,2401,1042
Advanced Planetology,2403,1241
Light Missile Launcher II,2404,509
Light Missile Launcher II Blueprint,2405,136
Planetology,2406,1241
The Terminus Stream,2407,226
Barren Aqueous Liquid Extractor,2409,1026
Heavy Missile Launcher II,2410,510
Heavy Missile Launcher II Blueprint,2411,136
Temperate Aqueous Liquid Extractor,2412,1026
Storm Aqueous Liquid Extractor,2413,1026
Oceanic Aqueous Liquid Extractor,2414,1026
Ice Aqueous Liquid Extractor,2415,1026
Gas Aqueous Liquid Extractor,2416,1026
Plasma Suspended Plasma Extractor,2417,1026
Lava Suspended Plasma Extractor,2418,1026
Storm Suspended Plasma Extractor,2419,1026
Torpedo Launcher II,2420,508
Torpedo Launcher II Blueprint,2421,136
Storm Ionic Solutions Extractor,2422,1026
Ice Noble Gas Extractor,2423,1026
Gas Ionic Solutions Extractor,2424,1026
Storm Noble Gas Extractor,2425,1026
Gas Noble Gas Extractor,2426,1026
Gas Reactive Gas Extractor,2427,1026
Lava Base Metals Extractor,2428,1026
Plasma Base Metals Extractor,2429,1026
Barren Base Metals Extractor,2430,1026
Storm Base Metals Extractor,2431,1026
Ice Microorganisms Extractor,2432,1026
Gas Base Metals Extractor,2433,1026
Plasma Noble Metals Extractor,2434,1026
Barren Noble Metals Extractor,2435,1026
Wasp II,2436,100
Wasp II Blueprint,2437,176
Ice Planktic Colonies Extractor,2438,1026
Lava Heavy Metals Extractor,2439,1026
Plasma Heavy Metals Extractor,2440,1026
Ice Heavy Metals Extractor,2441,1026
Lava Non-CS Crystals Extractor,2442,1026
Plasma Non-CS Crystals Extractor,2443,1026
Ogre I,2444,100
Ogre I Blueprint,2445,176
Ogre II,2446,100
Ogre II Blueprint,2447,176
Lava Felsic Magma Extractor,2448,1026
Barren Microorganisms Extractor,2449,1026
Temperate Microorganisms Extractor,2450,1026
Oceanic Microorganisms Extractor,2451,1026
Oceanic Planktic Colonies Extractor,2452,1026
Temperate Complex Organisms Extractor,2453,1026
Hobgoblin I,2454,100
Hobgoblin I Blueprint,2455,176
Hobgoblin II,2456,100
Hobgoblin II Blueprint,2457,176
Oceanic Complex Organisms Extractor,2458,1026
Barren Carbon Compounds Extractor,2459,1026
Temperate Carbon Compounds Extractor,2460,1026
Oceanic Carbon Compounds Extractor,2461,1026
Temperate Autotrophs Extractor,2462,1026
Nanites,2463,1034
Hornet I,2464,100
Hornet I Blueprint,2465,176
Hornet II,2466,100
Hornet II Blueprint,2467,176
Fortified Drone Structure II,2468,226
Lava Basic Industry Facility,2469,1028
Lava Advanced Industry Facility,2470,1028
Plasma Basic Industry Facility,2471,1028
Plasma Advanced Industry Facility,2472,1028
Barren Basic Industry Facility,2473,1028
Barren Advanced Industry Facility,2474,1028
Barren High-Tech Production Plant,2475,1028
Berserker I,2476,100
Berserker I Blueprint,2477,176
Berserker II,2478,100
Berserker II Blueprint,2479,176
Temperate Advanced Industry Facility,2480,1028
Temperate Basic Industry Facility,2481,1028
Temperate High-Tech Production Plant,2482,1028
Storm Basic Industry Facility,2483,1028
Storm Advanced Industry Facility,2484,1028
Oceanic Advanced Industry Facility,2485,1028
Warrior I,2486,100
Warrior I Blueprint,2487,176
Warrior II,2488,100
Warrior II Blueprint,2489,176
Oceanic Basic Industry Facility,2490,1028
Ice Advanced Industry Facility,2491,1028
Gas Basic Industry Facility,2492,1028
Ice Basic Industry Facility,2493,1028
Gas Advanced Industry Facility,2494,1028
Interplanetary Consolidation,2495,1241
Minmatar Hub,2496,15
Minmatar Industrial Station,2497,15
Minmatar Military Station,2498,15
Minmatar Mining Station,2499,15
Minmatar Research Station,2500,15
Minmatar Station,2501,15
Minmatar Trade Post,2502,15
Command Center Upgrades,2505,1241
Mjolnir Torpedo,2506,89
Mjolnir Torpedo Blueprint,2507,166
Nova Torpedo,2508,89
Nova Torpedo Blueprint,2509,166
Inferno Torpedo,2510,89
Inferno Torpedo Blueprint,2511,166
Mjolnir Rocket,2512,387
Mjolnir Rocket Blueprint,2513,166
Inferno Rocket,2514,387
Inferno Rocket Blueprint,2515,166
Nova Rocket,2516,387
Nova Rocket Blueprint,2517,166
Barren Command Center,2524,1027
Oceanic Command Center,2525,1027
QA SpaceAnchor,2528,353
Explosive Shield Amplifier I,2529,295
Explosive Shield Amplifier I Blueprint,2530,296
Explosive Shield Amplifier II,2531,295
Explosive Shield Amplifier II Blueprint,2532,296
Ice Command Center,2533,1027
Gas Command Center,2534,1027
Oceanic Storage Facility,2535,1029
Gas Storage Facility,2536,1029
Thermal Shield Amplifier I,2537,295
Thermal Shield Amplifier I Blueprint,2538,296
Thermal Shield Amplifier II,2539,295
Thermal Shield Amplifier II Blueprint,2540,296
Barren Storage Facility,2541,1029
Oceanic Launchpad,2542,1030
Gas Launchpad,2543,1030
Barren Launchpad,2544,1030
Kinetic Shield Amplifier I,2545,295
Kinetic Shield Amplifier I Blueprint,2546,296
Kinetic Shield Amplifier II,2547,295
Kinetic Shield Amplifier II Blueprint,2548,296
Lava Command Center,2549,1027
Storm Command Center,2550,1027
Plasma Command Center,2551,1027
Ice Launchpad,2552,1030
EM Shield Amplifier II,2553,295
EM Shield Amplifier II Blueprint,2554,296
Lava Launchpad,2555,1030
Plasma Launchpad,2556,1030
Storm Launchpad,2557,1030
Lava Storage Facility,2558,1029
Ladar ECM II,2559,201
Plasma Storage Facility,2560,1029
Storm Storage Facility,2561,1029
Temperate Storage Facility,2562,1029
Magnetometric ECM II,2563,201
Multispectral ECM II,2567,201
Gravimetric ECM II,2571,201
The Solitaire,2573,226
Improved Storm Command Center,2574,1027
Radar ECM II,2575,201
Advanced Storm Command Center,2576,1027
Elite Storm Command Center,2577,1027
Limited Temperate Command Center,2578,1027
Gravimetric Backup Array I,2579,203
Gravimetric Backup Array II,2580,203
Standard Temperate Command Center,2581,1027
Improved Temperate Command Center,2582,1027
Ladar Backup Array I,2583,203
Ladar Backup Array II,2584,203
Advanced Temperate Command Center,2585,1027
Elite Temperate Command Center,2586,1027
Magnetometric Backup Array I,2587,203
Magnetometric Backup Array II,2588,203
Genolution Core Augmentation CA-2,2589,1730
Multi Sensor Backup Array I,2591,203
Multi Sensor Backup Array II,2592,203
ISHAEKA Monalaz Commander,2594,667
Encoded Data Chip,2595,314
Crates of Clothing,2596,314
Crates of Command Reports,2597,314
Crates of Coolant,2598,314
Crates of Corporate Documents,2599,314
Crates of Data Sheets,2601,314
Crates of Drill Parts,2602,314
Nanofiber Internal Structure I,2603,763
Nanofiber Internal Structure I Blueprint,2604,158
Nanofiber Internal Structure II,2605,763
Nanofiber Internal Structure II Blueprint,2606,158
Crates of Fertilizer,2608,314
Crates of Frozen Food,2610,314
Hollow Asteroid,2612,226
Mjolnir Fury Light Missile,2613,653
Mjolnir Fury Light Missile Blueprint,2614,166
Crates of Garbage,2615,314
Large Crates of Coolant,2616,314
Crates of Guidance Systems,2617,314
Crates of Harroule Dryweed,2618,314
Crates of High-Tech Small Arms,2619,314
Crates of Liparer Cheese,2620,314
Inferno Fury Cruise Missile,2621,656
Inferno Fury Cruise Missile Blueprint,2622,166
Crates of Listening Post Recordings,2623,314
Crates of Mechanical Parts,2624,314
Crates of Missile Guidance Systems,2626,314
Crates of Mono-Cell Batteries,2627,314
Crates of Odd Data Crystals,2628,314
Scourge Fury Heavy Missile,2629,655
Scourge Fury Heavy Missile Blueprint,2630,166
Crates of OP Insecticide,2631,314
Crates of Oxygen,2632,314
Crates of Planetary Vehicles,2633,314
Crates of Protein Delicacies,2635,314
Crates of Raggy Dolls,2636,314
Inferno Precision Cruise Missile,2637,656
Inferno Precision Cruise Missile Blueprint,2638,166
Crates of Repair Parts,2639,314
Crates of Replacement Parts,2640,314
Crates of Reports,2641,314
Crates of Robotics,2642,314
Crates of Small Arms,2644,314
Crates of Soil,2645,314
Crates of Spiced Wine,2646,314
Inferno Precision Light Missile,2647,653
Inferno Precision Light Missile Blueprint,2648,166
Crates of Synthetic Oil,2652,314
Crates of Vaccine Injectors,2653,314
Crates of Viral Agent,2654,314
Nova Precision Heavy Missile,2655,655
Nova Precision Heavy Missile Blueprint,2656,166
Crates of Vitoc,2657,314
Crates of Water,2659,314
Crates of Zemnar,2660,314
Group of Army Recruits,2662,283
Group of Cattle,2663,283
Group of Elite Slaves,2665,283
Group of Exotic Dancers,2666,283
Group of Genetically Enhanced Livestock,2668,283
Group of Kameiras,2669,283
Group of Marines,2670,283
Group of Militants,2671,283
Group of Miners,2672,283
Large Crates of Data Sheets,2673,314
Group of Refugees,2674,283
Group of Science Graduates,2675,283
Group of Security Personnel,2676,283
Group of Slaves,2677,283
Group of Tourists,2678,283
Scourge Rage Heavy Assault Missile,2679,654
Scourge Rage Heavy Assault Missile Blueprint,2680,166
Group of VIPs,2681,283
Large Crates of Galeptos Medicine,2682,314
Large Crates of Guidance Systems,2683,314
Large Crates of Harroule Dryweed,2684,314
Large Crates of Holoreels,2685,314
Large Crates of Liparer Cheese,2686,314
Large Crates of Mechanical Parts,2687,314
Large Crates of Mono-Cell Batteries,2688,314
